번호,항목,값,라벨
F6_a11,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,1,"식비, 외식비"
F6_a11,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,2,보건의료비
F6_a11,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,3,주거광열비
F6_a11,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,4,피복신발비
F6_a11,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,5,교통 통신비
F6_a11,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,6,가구집기 가사용품비
F6_a11,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,7,자녀 공·사교육비
F6_a11,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,8,교양오락비
F6_a11,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,9,"담배, 위생, 미용, 장신구"
F6_a11,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,10,보험
F6_a11,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,11,연금보험
F6_a11,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,12,경조사비
F6_a11,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,13,"헌금, 시주, 기부금 등"
F6_a11,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,14,"가족, 친지 이웃 등에 기여"
F6_a11,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,99,모름/ 무응답
F6_a12,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,1,"식비, 외식비"
F6_a12,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,2,보건의료비
F6_a12,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,3,주거광열비
F6_a12,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,4,피복신발비
F6_a12,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,5,교통 통신비
F6_a12,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,6,가구집기 가사용품비
F6_a12,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,7,자녀 공·사교육비
F6_a12,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,8,교양오락비
F6_a12,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,9,"담배, 위생, 미용, 장신구"
F6_a12,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,10,보험
F6_a12,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,11,연금보험
F6_a12,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,12,경조사비
F6_a12,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,13,"헌금, 시주, 기부금 등"
F6_a12,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,14,"가족, 친지 이웃 등에 기여"
F6_a12,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,99,모름/ 무응답
F6_a13,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,1,"식비, 외식비"
F6_a13,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,2,보건의료비
F6_a13,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,3,주거광열비
F6_a13,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,4,피복신발비
F6_a13,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,5,교통 통신비
F6_a13,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,6,가구집기 가사용품비
F6_a13,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,7,자녀 공·사교육비
F6_a13,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,8,교양오락비
F6_a13,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,9,"담배, 위생, 미용, 장신구"
F6_a13,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,10,보험
F6_a13,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,11,연금보험
F6_a13,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,12,경조사비
F6_a13,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,13,"헌금, 시주, 기부금 등"
F6_a13,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,14,"가족, 친지 이웃 등에 기여"
F6_a13,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,99,모름/ 무응답
F6_a14,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,1,"식비, 외식비"
F6_a14,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,2,보건의료비
F6_a14,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,3,주거광열비
F6_a14,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,4,피복신발비
F6_a14,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,5,교통 통신비
F6_a14,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,6,가구집기 가사용품비
F6_a14,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,7,자녀 공·사교육비
F6_a14,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,8,교양오락비
F6_a14,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,9,"담배, 위생, 미용, 장신구"
F6_a14,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,10,보험
F6_a14,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,11,연금보험
F6_a14,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,12,경조사비
F6_a14,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,13,"헌금, 시주, 기부금 등"
F6_a14,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,14,"가족, 친지 이웃 등에 기여"
F6_a14,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 여부,99,모름/ 무응답
F6_b1,"사업 참여 후 받은 활동비 및 수입 사용 현황_사용 비중 : 1) 식비(주식비와 부식비), 외식비",999,모름/ 무응답
F6_b2,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 비중 : 2) 보건의료비,999,모름/ 무응답
F6_b3,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 비중 : 3) 주거광열비,999,모름/ 무응답
F6_b4,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 비중 : 4) 피복신발비,999,모름/ 무응답
F6_b5,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 비중 : 5) 교통,999,모름/ 무응답
F6_b6,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 비중 : 6) 가구집기 가사용품비,999,모름/ 무응답
F6_b7,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 비중 : 7) (손)자녀 공·사교육비,999,모름/ 무응답
F6_b8,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 비중 : 8) 교양오락비,999,모름/ 무응답
F6_b9,"사업 참여 후 받은 활동비 및 수입 사용 현황_사용 비중 : 9) 담배, 위생, 미용, 장신구",999,모름/ 무응답
F6_b10,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 비중 : 10) 보험,999,모름/ 무응답
F6_b11,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 비중 : 11) 연금보험,999,모름/ 무응답
F6_b12,사업 참여 후 받은 활동비 및 수입 사용 현황_사용 비중 : 12) 경조사비,999,모름/ 무응답
F6_b13,"사업 참여 후 받은 활동비 및 수입 사용 현황_사용 비중 : 13) 헌금, 시주, 기부금 등",999,모름/ 무응답
F6_b14,"사업 참여 후 받은 활동비 및 수입 사용 현황_사용 비중 : 14) 가족, 친지 이웃 등에 기여",999,모름/ 무응답
G1,생애 최초 일자리 여부,1,예
G1,생애 최초 일자리 여부,2,아니오
G1,생애 최초 일자리 여부,9,모름/ 무응답
G1_1_1,가장 오래 종사한 직업 - 1) 산업분류,1,"농업, 수렴업 및 임업"
G1_1_1,가장 오래 종사한 직업 - 1) 산업분류,2,어업
G1_1_1,가장 오래 종사한 직업 - 1) 산업분류,3,광업
G1_1_1,가장 오래 종사한 직업 - 1) 산업분류,4,제조업
G1_1_1,가장 오래 종사한 직업 - 1) 산업분류,5,"전기, 가스 및 수도사업"
G1_1_1,가장 오래 종사한 직업 - 1) 산업분류,6,건설업
G1_1_1,가장 오래 종사한 직업 - 1) 산업분류,7,도매 및 소매업
G1_1_1,가장 오래 종사한 직업 - 1) 산업분류,8,숙박 및 음식점업
G1_1_1,가장 오래 종사한 직업 - 1) 산업분류,9,운수업
G1_1_1,가장 오래 종사한 직업 - 1) 산업분류,10,통신업
G1_1_1,가장 오래 종사한 직업 - 1) 산업분류,11,금융 및 보험업
G1_1_1,가장 오래 종사한 직업 - 1) 산업분류,12,부동산 및 임대업
G1_1_1,가장 오래 종사한 직업 - 1) 산업분류,13,사업 서비스업
G1_1_1,가장 오래 종사한 직업 - 1) 산업분류,14,"공공행정, 국방 및 사회보장행정"
G1_1_1,가장 오래 종사한 직업 - 1) 산업분류,15,교육 서비스업
G1_1_1,가장 오래 종사한 직업 - 1) 산업분류,16,보건 및 사회복지사업
G1_1_1,가장 오래 종사한 직업 - 1) 산업분류,17,"오락, 문화 및 운동관련 서비스업"
G1_1_1,가장 오래 종사한 직업 - 1) 산업분류,18,"기타 공공, 수리 및 개인 서비스업"
G1_1_1,가장 오래 종사한 직업 - 1) 산업분류,19,가사 서비스업
G1_1_1,가장 오래 종사한 직업 - 1) 산업분류,20,국제 및 외국기관
G1_1_1,가장 오래 종사한 직업 - 1) 산업분류,99,모름/ 무응답
G1_1_2,가장 오래 종사한 직업 - 2) 직업분류,1,"의회의원, 고위임직원 및 관리자"
G1_1_2,가장 오래 종사한 직업 - 2) 직업분류,2,전문가
G1_1_2,가장 오래 종사한 직업 - 2) 직업분류,3,기술공 및 준전문가
G1_1_2,가장 오래 종사한 직업 - 2) 직업분류,4,사무종사자
G1_1_2,가장 오래 종사한 직업 - 2) 직업분류,5,서비스종사자
G1_1_2,가장 오래 종사한 직업 - 2) 직업분류,6,판매종사자
G1_1_2,가장 오래 종사한 직업 - 2) 직업분류,7,"농업, 임업 및 어업 숙련종사자"
G1_1_2,가장 오래 종사한 직업 - 2) 직업분류,8,기능원 및 관련 기능종사자
G1_1_2,가장 오래 종사한 직업 - 2) 직업분류,9,"장치, 기계조작 및 조립종사자"
G1_1_2,가장 오래 종사한 직업 - 2) 직업분류,10,단순노무종사자
G1_1_2,가장 오래 종사한 직업 - 2) 직업분류,11,군인
G1_1_2,가장 오래 종사한 직업 - 2) 직업분류,12,기타
G1_1_2,가장 오래 종사한 직업 - 2) 직업분류,99,모름/ 무응답
G1_1_3,가장 오래 종사한 직업 - 3) 고용형태,1,상용직
G1_1_3,가장 오래 종사한 직업 - 3) 고용형태,2,임시직
G1_1_3,가장 오래 종사한 직업 - 3) 고용형태,3,일용직
G1_1_3,가장 오래 종사한 직업 - 3) 고용형태,4,고용주
G1_1_3,가장 오래 종사한 직업 - 3) 고용형태,5,자영업자
G1_1_3,가장 오래 종사한 직업 - 3) 고용형태,6,기타
G1_1_3,가장 오래 종사한 직업 - 3) 고용형태,9,모름/ 무응답
G1_1_4_1,가장 오래 종사한 직업 - 4) 종사기간 __세 부터,99,모름/ 무응답
G1_1_4_2,가장 오래 종사한 직업 - 4) 종사기간 __세 까지,98,없음
G1_1_4_2,가장 오래 종사한 직업 - 4) 종사기간 __세 까지,99,모름/ 무응답
G1_1_4_3,가장 오래 종사한 직업 - 4) 종사기간 총 __년간,99,모름/ 무응답
G1_1_5,가장 오래 종사한 직업 - 5) 월소득,99999999,모름/ 무응답
G1_1_6_a1,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,1,"직장의 파산, 폐업, 휴업 등으로"
G1_1_6_a1,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,2,"정리해고, 권고사직, 명예퇴직 등으로"
G1_1_6_a1,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,3,계약기간이 끝나서
G1_1_6_a1,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,4,정년퇴직으로
G1_1_6_a1,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,5,임금이 적어서
G1_1_6_a1,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,6,"일이 적어서, 임시적이거나 장래성이 없어서"
G1_1_6_a1,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,7,"적성, 지식, 기능 등이 맞지 않아서"
G1_1_6_a1,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,8,근로시간이 길어서/근로환경이 나빠서
G1_1_6_a1,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,9,"결혼, 출산, 육아, 가족간병 등으로"
G1_1_6_a1,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,10,"집 또는 회사가 이사하여서(전근, 발령을 받아서)"
G1_1_6_a1,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,11,회사 내 인간관계 때문에
G1_1_6_a1,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,12,더 좋은 근로조건의 임금근로 일자리가 있어서
G1_1_6_a1,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,13,내 사업이나 다른 가족 사업을 하려고
G1_1_6_a1,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,14,"건강, 고령 등의 이유로"
G1_1_6_a1,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,15,쉬고 싶어서
G1_1_6_a1,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,16,기타
G1_1_6_a1,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,99,모름/ 무응답
G1_1_6_a2,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,1,"직장의 파산, 폐업, 휴업 등으로"
G1_1_6_a2,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,2,"정리해고, 권고사직, 명예퇴직 등으로"
G1_1_6_a2,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,3,계약기간이 끝나서
G1_1_6_a2,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,4,정년퇴직으로
G1_1_6_a2,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,5,임금이 적어서
G1_1_6_a2,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,6,"일이 적어서, 임시적이거나 장래성이 없어서"
G1_1_6_a2,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,7,"적성, 지식, 기능 등이 맞지 않아서"
G1_1_6_a2,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,8,근로시간이 길어서/근로환경이 나빠서
G1_1_6_a2,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,9,"결혼, 출산, 육아, 가족간병 등으로"
G1_1_6_a2,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,10,"집 또는 회사가 이사하여서(전근, 발령을 받아서)"
G1_1_6_a2,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,11,회사 내 인간관계 때문에
G1_1_6_a2,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,12,더 좋은 근로조건의 임금근로 일자리가 있어서
G1_1_6_a2,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,13,내 사업이나 다른 가족 사업을 하려고
G1_1_6_a2,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,14,"건강, 고령 등의 이유로"
G1_1_6_a2,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,15,쉬고 싶어서
G1_1_6_a2,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,16,기타
G1_1_6_a2,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,99,모름/ 무응답
G1_1_6_a3,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,1,"직장의 파산, 폐업, 휴업 등으로"
G1_1_6_a3,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,2,"정리해고, 권고사직, 명예퇴직 등으로"
G1_1_6_a3,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,3,계약기간이 끝나서
G1_1_6_a3,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,4,정년퇴직으로
G1_1_6_a3,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,5,임금이 적어서
G1_1_6_a3,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,6,"일이 적어서, 임시적이거나 장래성이 없어서"
G1_1_6_a3,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,7,"적성, 지식, 기능 등이 맞지 않아서"
G1_1_6_a3,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,8,근로시간이 길어서/근로환경이 나빠서
G1_1_6_a3,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,9,"결혼, 출산, 육아, 가족간병 등으로"
G1_1_6_a3,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,10,"집 또는 회사가 이사하여서(전근, 발령을 받아서)"
G1_1_6_a3,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,11,회사 내 인간관계 때문에
G1_1_6_a3,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,12,더 좋은 근로조건의 임금근로 일자리가 있어서
G1_1_6_a3,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,13,내 사업이나 다른 가족 사업을 하려고
G1_1_6_a3,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,14,"건강, 고령 등의 이유로"
G1_1_6_a3,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,15,쉬고 싶어서
G1_1_6_a3,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,16,기타
G1_1_6_a3,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,99,모름/ 무응답
G1_1_6_a4,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,1,"직장의 파산, 폐업, 휴업 등으로"
G1_1_6_a4,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,2,"정리해고, 권고사직, 명예퇴직 등으로"
G1_1_6_a4,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,3,계약기간이 끝나서
G1_1_6_a4,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,4,정년퇴직으로
G1_1_6_a4,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,5,임금이 적어서
G1_1_6_a4,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,6,"일이 적어서, 임시적이거나 장래성이 없어서"
G1_1_6_a4,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,7,"적성, 지식, 기능 등이 맞지 않아서"
G1_1_6_a4,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,8,근로시간이 길어서/근로환경이 나빠서
G1_1_6_a4,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,9,"결혼, 출산, 육아, 가족간병 등으로"
G1_1_6_a4,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,10,"집 또는 회사가 이사하여서(전근, 발령을 받아서)"
G1_1_6_a4,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,11,회사 내 인간관계 때문에
G1_1_6_a4,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,12,더 좋은 근로조건의 임금근로 일자리가 있어서
G1_1_6_a4,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,13,내 사업이나 다른 가족 사업을 하려고
G1_1_6_a4,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,14,"건강, 고령 등의 이유로"
G1_1_6_a4,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,15,쉬고 싶어서
G1_1_6_a4,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,16,기타
G1_1_6_a4,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,99,모름/ 무응답
G1_1_6_a5,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,1,"직장의 파산, 폐업, 휴업 등으로"
G1_1_6_a5,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,2,"정리해고, 권고사직, 명예퇴직 등으로"
G1_1_6_a5,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,3,계약기간이 끝나서
G1_1_6_a5,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,4,정년퇴직으로
G1_1_6_a5,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,5,임금이 적어서
G1_1_6_a5,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,6,"일이 적어서, 임시적이거나 장래성이 없어서"
G1_1_6_a5,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,7,"적성, 지식, 기능 등이 맞지 않아서"
G1_1_6_a5,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,8,근로시간이 길어서/근로환경이 나빠서
G1_1_6_a5,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,9,"결혼, 출산, 육아, 가족간병 등으로"
G1_1_6_a5,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,10,"집 또는 회사가 이사하여서(전근, 발령을 받아서)"
G1_1_6_a5,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,11,회사 내 인간관계 때문에
G1_1_6_a5,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,12,더 좋은 근로조건의 임금근로 일자리가 있어서
G1_1_6_a5,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,13,내 사업이나 다른 가족 사업을 하려고
G1_1_6_a5,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,14,"건강, 고령 등의 이유로"
G1_1_6_a5,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,15,쉬고 싶어서
G1_1_6_a5,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,16,기타
G1_1_6_a5,가장 오래 종사한 직업 - 6) 중단사유_임금근로자,99,모름/ 무응답
G1_1_6_b1,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,1,"장사, 영업이 잘 되지 않아서"
G1_1_6_b1,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,2,"일이적어서, 장래성이 없어서"
G1_1_6_b1,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,3,"적성 지식, 기능 등이 맞지 않아서"
G1_1_6_b1,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,4,근로시간이 길어서/ 근로환경이 나빠서
G1_1_6_b1,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,5,"결혼, 출산, 육아, 가족간병 등으로"
G1_1_6_b1,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,6,집이 이사하여서
G1_1_6_b1,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,7,학업 때문에
G1_1_6_b1,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,8,월급을 받는 일자리가 생겨서
G1_1_6_b1,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,9,다른 사업을 하려고
G1_1_6_b1,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,10,다른 가족이나 친척의 일을 돈을 받지 않고 도우려고
G1_1_6_b1,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,11,"건강, 고령등의이유로"
G1_1_6_b1,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,12,쉬고 싶어서
G1_1_6_b1,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,13,기타
G1_1_6_b1,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,99,모름/ 무응답
G1_1_6_b2,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,1,"장사, 영업이 잘 되지 않아서"
G1_1_6_b2,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,2,"일이적어서, 장래성이 없어서"
G1_1_6_b2,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,3,"적성 지식, 기능 등이 맞지 않아서"
G1_1_6_b2,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,4,근로시간이 길어서/ 근로환경이 나빠서
G1_1_6_b2,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,5,"결혼, 출산, 육아, 가족간병 등으로"
G1_1_6_b2,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,6,집이 이사하여서
G1_1_6_b2,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,7,학업 때문에
G1_1_6_b2,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,8,월급을 받는 일자리가 생겨서
G1_1_6_b2,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,9,다른 사업을 하려고
G1_1_6_b2,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,10,다른 가족이나 친척의 일을 돈을 받지 않고 도우려고
G1_1_6_b2,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,11,"건강, 고령등의이유로"
G1_1_6_b2,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,12,쉬고 싶어서
G1_1_6_b2,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,13,기타
G1_1_6_b2,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,99,모름/ 무응답
G1_1_6_b3,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,1,"장사, 영업이 잘 되지 않아서"
G1_1_6_b3,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,2,"일이적어서, 장래성이 없어서"
G1_1_6_b3,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,3,"적성 지식, 기능 등이 맞지 않아서"
G1_1_6_b3,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,4,근로시간이 길어서/ 근로환경이 나빠서
G1_1_6_b3,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,5,"결혼, 출산, 육아, 가족간병 등으로"
G1_1_6_b3,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,6,집이 이사하여서
G1_1_6_b3,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,7,학업 때문에
G1_1_6_b3,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,8,월급을 받는 일자리가 생겨서
G1_1_6_b3,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,9,다른 사업을 하려고
G1_1_6_b3,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,10,다른 가족이나 친척의 일을 돈을 받지 않고 도우려고
G1_1_6_b3,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,11,"건강, 고령등의이유로"
G1_1_6_b3,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,12,쉬고 싶어서
G1_1_6_b3,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,13,기타
G1_1_6_b3,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,99,모름/ 무응답
G1_1_6_b4,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,1,"장사, 영업이 잘 되지 않아서"
G1_1_6_b4,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,2,"일이적어서, 장래성이 없어서"
G1_1_6_b4,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,3,"적성 지식, 기능 등이 맞지 않아서"
G1_1_6_b4,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,4,근로시간이 길어서/ 근로환경이 나빠서
G1_1_6_b4,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,5,"결혼, 출산, 육아, 가족간병 등으로"
G1_1_6_b4,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,6,집이 이사하여서
G1_1_6_b4,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,7,학업 때문에
G1_1_6_b4,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,8,월급을 받는 일자리가 생겨서
G1_1_6_b4,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,9,다른 사업을 하려고
G1_1_6_b4,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,10,다른 가족이나 친척의 일을 돈을 받지 않고 도우려고
G1_1_6_b4,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,11,"건강, 고령등의이유로"
G1_1_6_b4,가장 오래 종사한 직업 - 6) 중단사유_비임금근로자,12,쉬고 싶어서
